title,link,image,price,delivery,rating,reviews,category
Trendy Earrings & Studs,https://www.meesho.com/chandbali-errings-with-kansar/p/91ylvm,https://images.meesho.com/images/products/547489858/ijxta_512.jpg?width=360,₹277,Free Delivery,4.2,66 Reviews,Earrings
Essential Earrings & Studs,https://www.meesho.com/silver-plated-earrings-combo-of-9/p/7cimb3,https://images.meesho.com/images/products/444287343/kaizk_512.jpg?width=360,₹186,Free Delivery,4.3,1681 Reviews,Earrings
Unique Earrings & Studs,https://www.meesho.com/latest-and-designning-earrings5-pair-combo/p/8yc5gh,https://images.meesho.com/images/products/541403297/u7u6j_512.jpg?width=360,₹166,Free Delivery,4,363 Reviews,Earrings
Stylo Earrings & Studs,https://www.meesho.com/raigur-18k-yellow-gold-plated-ad-earring-for-girl-and-women/p/7z5lkb,https://images.meesho.com/images/products/482311019/h6cit_512.jpg?width=360,₹118,Free Delivery,4.1,6943 Reviews,Earrings
Classy Earrings & Studs,https://www.meesho.com/american-diamond-stone-korean-trendy-earrings/p/74dprp,https://images.meesho.com/images/products/430621621/4tob2_512.jpg?width=360,₹142,Free Delivery,4.1,191 Reviews,Earrings
New Earrings & Studs,https://www.meesho.com/36-pairs-small-stud-earrings-set-for-women-men-triangle-circle-bar-star-moon-geometric-leaf-flower-bow-earrings-set/p/8f85bk,https://images.meesho.com/images/products/509303792/2sdfq_512.jpg?width=360,₹190,Free Delivery,4.2,457 Reviews,Earrings
New Earrings & Studs,https://www.meesho.com/latest-classy-earrings-combo/p/6vgk3w,https://images.meesho.com/images/products/415637708/sckho_512.jpg?width=360,₹141,Free Delivery,4.2,12385 Reviews,Earrings
Trendy Earrings & Studs,https://www.meesho.com/fancy-new-degine-earring-for-girl-and-women/p/92vnyv,https://images.meesho.com/images/products/549032215/tgqlk_512.jpg?width=360,₹125,Free Delivery,3.6,61 Reviews,Earrings
Graceful Earrings & Studs,https://www.meesho.com/6-similar-products/p/908tdc,https://images.meesho.com/images/products/544606896/rrt5z_512.jpg?width=360,₹114,Free Delivery,4.2,493 Reviews,Earrings
Casual Earrings & Studs,https://www.meesho.com/pinmora-iconique-indian-dangle-earrings-set-of-6-brass-and-copper-with-oxidized-silver-plating/p/7fi6fs,https://images.meesho.com/images/products/449305624/nemu7_512.jpg?width=360,₹185,Free Delivery,4.3,655 Reviews,Earrings
Graceful Earrings & Studs,https://www.meesho.com/ad-antique-bali/p/90aqmx,https://images.meesho.com/images/products/544696665/wcboh_512.jpg?width=360,₹111,Free Delivery,3.9,446 Reviews,Earrings
Shimmering Charming Pendants & Lockets,https://www.meesho.com/jewelsbysirani-set-of-6-stylish-trendy-viral-korean-silver-plated-american-diamond-charm-pendant-necklace-for-women-and-girls/p/79j5y0,https://images.meesho.com/images/products/439273944/tqexs_512.jpg?width=360,₹207,Free Delivery,4.5,1822 Reviews,Pendant
Shimmering Glittering Pendants & Lockets,https://www.meesho.com/love-pearl-pendant/p/9hcjpq,https://images.meesho.com/images/products/573334478/fmusf_512.jpg?width=360,₹435,Free Delivery,3.2,0 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/lockets-for-girls/p/7kyp40,https://images.meesho.com/images/products/458474400/tpkbt_512.jpg?width=360,₹130,Free Delivery,4,398 Reviews,Pendant
Allure Glittering Pendants & Lockets,https://www.meesho.com/beautiful-necklace-set-of-4-stylish-trendy-silver-plated-american-diamond-charm-pendant-necklace-for-women-and-girls-accessories-gift-korean-minimal-neckpiece-aesthetic-jewellery/p/8bqrx4,https://images.meesho.com/images/products/503454424/dtqkp_512.jpg?width=360,₹208,Free Delivery,4.5,340 Reviews,Pendant
Allure Charming Pendants & Lockets,https://www.meesho.com/new-allure-charming-pendants-lockets/p/72rfie,https://images.meesho.com/images/products/427902278/ugk7p_512.jpg?width=360,₹105,Delivery ₹57,4.3,1002 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/dolphin-pendant-chain-girls-dolphin-locket-girls-dolphin-necklace-chain-chain-for-girls-women-necklace-chain-pendant-chain-trendy-necklace-chain-necklace-dikhayen/p/8f4525,https://images.meesho.com/images/products/509116829/k7ewu_512.jpg?width=360,₹110,Free Delivery,4.4,1098 Reviews,Pendant
Allure Glittering Pendants & Lockets,https://www.meesho.com/stylish-trendy-premium-quality-viral-korean-gold-plated-stainless-steel-heart-anti-tarnish-waterproof-necklace-pendant-chain-for-women-and-girls/p/9b6q4t,https://images.meesho.com/images/products/562985165/qxu9v_512.jpg?width=360,₹146,Free Delivery,3.3,0 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/royatto-dazzling-luxury-style-ocean-love-heart-crystal-stone-necklace-titanic-heart-does-not-fade-necklace-stainless-steel-chain-for-women-and-girls-0a03/p/6vob0c,https://images.meesho.com/images/products/415999164/ehzaz_512.jpg?width=360,₹146,Free Delivery,4.5,827 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/shimmering-beautiful-necklace-combo-for-women-and-girls/p/89ux6a,https://images.meesho.com/images/products/500288626/rqjg7_512.jpg?width=360,₹70,Delivery ₹53,4,245 Reviews,Pendant
Twinkling Charming Women Necklaces & Chains,https://www.meesho.com/shimmering-beautiful-necklace-combo-for-women-and-girls/p/710xjt,https://images.meesho.com/images/products/424986329/ivhnq_512.jpg?width=360,₹128,Free Delivery,4.1,2679 Reviews,Pendant
Allure Glittering Women Necklaces & Chains,https://www.meesho.com/new-design-premium-quality-pink-ribbon-dolphin-neckless-dainty-women-for-all-occasion-necklace-for-girls-necklace-for-wommen-pendent-chain/p/8za20u,https://images.meesho.com/images/products/542985150/jgllh_512.jpg?width=360,₹100,Delivery ₹59,4.4,167 Reviews,Pendant
Allure Chunky Pendants & Lockets,https://www.meesho.com/new-allure-charming-pendants-lockets/p/72ja7r,https://images.meesho.com/images/products/427522167/j5oa2_512.jpg?width=360,₹186,Free Delivery,4.3,509 Reviews,Pendant
Allure Bejeweled Women Necklaces & Chains,https://www.meesho.com/new-design-premium-quality-bow-pendant-chain-girls-locket-girls-necklace-chain-chain-for-girls-women-nechlace-chain-pendant-chain-trendy-necklace-chain-necklace-dikhayen/p/6xjxbe,https://images.meesho.com/images/products/419154026/fyuyh_512.jpg?width=360,₹109,Free Delivery,4.2,342 Reviews,Pendant
Allure Bejeweled Pendants & Lockets,https://www.meesho.com/trendy-mini-twin-butterfly-silver-plated-necklace/p/7l16an,https://images.meesho.com/images/products/458589983/vfxne_512.jpg?width=360,₹139,Free Delivery,4,585 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/little-heart-anti-tarniish-simple-light-luxury-stainless-steel-gold-plated-chain-pendant-stainless-steel-gold-plated-heart-chain-waterproof-necklace-gifts-for-women-and-girls/p/7bpcug,https://images.meesho.com/images/products/442922056/l1rvf_512.jpg?width=360,₹151,Free Delivery,4.6,2938 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/pack-of-10-pairs-butterfly-pendant-with-studs/p/70vhll,https://images.meesho.com/images/products/424732377/f9f71_512.jpg?width=360,₹155,Free Delivery,4.2,10956 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/shimmering-beautifull-pack-of-5-necklace-for-girls-and-womens/p/91we4v,https://images.meesho.com/images/products/547386511/2gnny_512.jpg?width=360,₹127,Free Delivery,4.2,43 Reviews,Pendant
Elite Fancy Women Necklaces & Chains,https://www.meesho.com/daily-wear-necklace-pink-black-white-charm-new-stylish-fancy-exclusive-micro-gold-plated-combo-necklace-chain-for-women-and-girls-buy-1-get-2-free/p/6y0ce6,https://images.meesho.com/images/products/419920062/3yli2_512.jpg?width=360,₹87,Free Delivery,4.3,581 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/shimmering-beautiful-necklace-combo-for-women-and-girls/p/7cmkoq,https://images.meesho.com/images/products/444471866/tjprk_512.jpg?width=360,₹117,Free Delivery,4.1,2291 Reviews,Pendant
Shimmering Bejeweled Pendants & Lockets,https://www.meesho.com/pack-of-5-mooncherryheartraindropbowstylish-trendy-viral-silver-plated-american-diamond-charm-pendant-necklace-for-women-and-girls/p/79j09r,https://images.meesho.com/images/products/439266591/hxhpe_512.jpg?width=360,₹202,Free Delivery,4.5,233 Reviews,Pendant
Shimmering Chunky Pendants & Lockets,https://www.meesho.com/pack-of-5-classy-trendy-silver-charm-necklace-for-women-and-girls-trendy-necklacecharm-necklacepretty-jewelrytimeless-accessoriesgift-for-hersilver-necklace/p/7u1s9v,https://images.meesho.com/images/products/473735011/5za2j_512.jpg?width=360,₹183,Free Delivery,4.4,249 Reviews,Pendant
Elite Graceful Pendants & Lockets,https://www.meesho.com/pack-of-4-classy-trendy-aesthetic-silver-ad-charm-pendant-necklace-set-for-women-and-girls-accessories-gift-korean-minimal-neckpiece-aesthetic-jewellery-trendy-pinteresty-necklaces/p/8tlppj,https://images.meesho.com/images/products/533451367/jkhdw_512.jpg?width=360,₹209,Free Delivery,4.3,202 Reviews,Pendant
Sizzling Chunky Pendants & Lockets,https://www.meesho.com/bow-necklace-set-for-women-stylish-anti-tarnish-waterproof-jewellery-perfect-for-valentine-birthday-anniversary-wedding-gift-for-wife-mom-sister-free-stainless-steel-no/p/8o0hvc,https://images.meesho.com/images/products/524063352/xjlai_512.jpg?width=360,₹189,Free Delivery,4.3,182 Reviews,Pendant
Shimmering Graceful Pendants & Lockets,https://www.meesho.com/jewels-galaxy-rose-gold-plated-american-diamond-studded-infinity-shape-korean-pendant/p/67vqaz,https://images.meesho.com/images/products/376034795/loyzq_512.jpg?width=360,₹239,Free Delivery,4.3,237 Reviews,Pendant
Allure Charming Pendants & Lockets,https://www.meesho.com/shimmering-bejeweled-pendants-lockets/p/79u3bb,https://images.meesho.com/images/products/439783751/erjvl_512.jpg?width=360,₹177,Free Delivery,4.2,657 Reviews,Pendant
Shimmering Charming Pendants & Lockets,https://www.meesho.com/sk-unique-pendal-with-chainfree-earrings/p/66bs1d,https://images.meesho.com/images/products/373424305/8ixvi_512.jpg?width=360,₹102,Free Delivery,4.1,1252 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/trendy-womens-jewelry-collection-four-leaf-black-and-white-clover-necklace-roman-numerals-double-layer-titanium-steel-accessories-a-04/p/6yckbe,https://images.meesho.com/images/products/420490202/3z1kh_512.jpg?width=360,₹154,Free Delivery,4.4,356 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/new-design-premium-quality-rose-flower-girls-pendant-chain-girls-locket-girls-necklace-chain-chain-for-girls-women-nechlace-chain-pendant-chain-trendy-necklace-chain-necklace-dikhayen/p/7ph6yv,https://images.meesho.com/images/products/466055815/rqbfb_512.jpg?width=360,₹188,Free Delivery,4.3,119 Reviews,Pendant
Allure Glittering Pendants & Lockets,https://www.meesho.com/100-best-quality/p/77yxah,https://images.meesho.com/images/products/436649993/m5b4q_512.jpg?width=360,₹153,Free Delivery,4.2,262 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/little-heart-anti-tarniish-simple-light-luxury-stainless-steel-gold-plated-chain-pendant-stainless-steel-gold-plated-heart-chain-waterproof-necklace-gifts-for-women-and-girls/p/7bpelh,https://images.meesho.com/images/products/442924325/3y433_512.jpg?width=360,₹148,Free Delivery,4.6,180 Reviews,Pendant
Necklaces & Chains,https://www.meesho.com/maa-chandi-stylish-gold-toned-heart-pendant-necklace-for-women-dainty-elegant-design/p/915u6r,https://images.meesho.com/images/products/546147603/7md3h_512.jpg?width=360,₹199,Free Delivery,3.3,0 Reviews,Pendant
Elite Chunky Pendants & Lockets,https://www.meesho.com/fancy-pendant-chain-for-woman-and-girls/p/7mio89,https://images.meesho.com/images/products/461085993/d0dst_512.jpg?width=360,₹128,Free Delivery,4.3,174 Reviews,Pendant
Sizzling Glittering Pendants & Lockets,https://www.meesho.com/sea-shell-locket-artificial-pearl-mermaid-valentine-stylish-necklace-for-girls-with-little-shell-locket-seashell-pendant-for-ladies-women/p/4y9h1e,https://images.meesho.com/images/products/299413634/x6c71_512.jpg?width=360,₹176,Free Delivery,4.4,116 Reviews,Pendant
Twinkling Charming Women Necklaces & Chains,https://www.meesho.com/gold-plated-pack-of-5-earrings-combo-for-women-and-girls/p/87iafk,https://images.meesho.com/images/products/496340048/tkelh_512.jpg?width=360,₹116,Free Delivery,4.3,20 Reviews,Pendant
Trendy Jewellery Set,https://www.meesho.com/fancy-chain-pendal-set/p/7jgfym,https://images.meesho.com/images/products/455943118/mvrkf_512.jpg?width=360,₹156,Free Delivery,4.1,664 Reviews,Pendant
Sizzling Fancy Pendants & Lockets,https://www.meesho.com/charm-daisy-floral-pendant/p/6gjxk3,https://images.meesho.com/images/products/390600867/tafcg_512.jpg?width=360,₹105,Free Delivery,4.4,1152 Reviews,Pendant
Shimmering Bejeweled Pendants & Lockets,https://www.meesho.com/pack-of-4-starcherryraindropbow-stylish-trendy-viral-silver-plated-american-diamond-charm-pendant-necklace-for-women-and-girls/p/79ejez,https://images.meesho.com/images/products/439058123/izwkp_512.jpg?width=360,₹167,Free Delivery,4.5,79 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/octagon-hub-moonstone-moon-star-necklace-chain-pendent-gifts-for-women-girls/p/6yiexs,https://images.meesho.com/images/products/420763168/3pscy_512.jpg?width=360,₹153,Free Delivery,4.3,540 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/shimmering-beautiful-necklace-combo-for-women-and-girls/p/7ycw7x,https://images.meesho.com/images/products/480971805/suy2n_512.jpg?width=360,₹123,Free Delivery,3.8,124 Reviews,Pendant
Shimmering Graceful Pendants & Lockets,https://www.meesho.com/diamond-droped-shaped-designed-pendant/p/7dlmzf,https://images.meesho.com/images/products/446107803/khbwj_512.jpg?width=360,₹258,Free Delivery,4.5,295 Reviews,Pendant
Sizzling Chunky Pendants & Lockets,https://www.meesho.com/jewelsbysirani-pack-of-3-moonstarbow-stylish-trendy-silver-plated-american-diamond-charm-pendant-necklace-for-women-and-girls-accessories-gift-korean-minimal-neckpiece-aesthetic-jewellery/p/7jhm76,https://images.meesho.com/images/products/455997858/0zugq_512.jpg?width=360,₹144,Free Delivery,4.2,21 Reviews,Pendant
Sizzling Glittering Pendants & Lockets,https://www.meesho.com/stylish-heart-pendant-for-girlightweight-elegat-daily-wear-party-wear-fashion-jewellery-gift-for-women-girls-pendant-for-girlsls/p/8w3vda,https://images.meesho.com/images/products/537657742/fevjc_512.jpg?width=360,₹197,Free Delivery,4.4,15 Reviews,Pendant
Sizzling Charming Pendants & Lockets,https://www.meesho.com/men-pendant-pendant-for-men-boy-locket-men-chain-locket/p/6zyrj6,https://images.meesho.com/images/products/423205602/towp2_512.jpg?width=360,₹140,Free Delivery,4,1642 Reviews,Pendant
Sizzling Fancy Women Necklaces & Chains,https://www.meesho.com/shimmering-beautiful-leyered-necklace-combo-for-women-and-girls-pack-of-5/p/8wap6z,https://images.meesho.com/images/products/537976331/cqu9r_512.jpg?width=360,₹99,Delivery ₹55,3.1,0 Reviews,Pendant
Sizzling Glittering Pendants & Lockets,https://www.meesho.com/trisha-american-diamond-pendant-set-with-earrings-for-women-and-girls/p/7kkwde,https://images.meesho.com/images/products/457830626/g3pjt_512.jpg?width=360,₹184,Free Delivery,4.4,538 Reviews,Pendant
Twinkling Bejeweled Pendants & Lockets,https://www.meesho.com/gold-plated-pendant-necklace-set-combo-of-6/p/947yfh,https://images.meesho.com/images/products/551285261/slkiv_512.jpg?width=360,₹117,Free Delivery,4.6,60 Reviews,Pendant
Allure Bejeweled Pendants & Lockets,https://www.meesho.com/stylish-gold-plated-anti-tarnish-black-square-charm-necklace-stainless-steel-water-proof-black-square-pendant-for-women-and-girls/p/95fzuk,https://images.meesho.com/images/products/553339964/nj2iw_512.jpg?width=360,₹228,Free Delivery,3.9,11 Reviews,Pendant
Pendants & Lockets,https://www.meesho.com/fancy-gold-plated-round-shep-pendent-and-golden-chain/p/8d777o,https://images.meesho.com/images/products/505900356/oc2od_512.jpg?width=360,₹85,Free Delivery,4.8,4 Reviews,Pendant
Twinkling Bejeweled Pendants & Lockets,https://www.meesho.com/fashion-classic-elegant-daily-jewelry/p/77dqrb,https://images.meesho.com/images/products/435661751/nze77_512.jpg?width=360,₹128,Free Delivery,4.1,484 Reviews,Pendant
Twinkling Fancy Women Necklaces & Chains,https://www.meesho.com/butterfly-pendant-necklace-for-women-dainty-double-layer-necklace-minimalist-silver-layered-chain-jewelry/p/94xxke,https://images.meesho.com/images/products/552497198/zr7ea_512.jpg?width=360,₹135,Free Delivery,3.4,18 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/little-heart-anti-tarniish-simple-light-luxury-stainless-steel-gold-plated-chain-pendant-stainless-steel-gold-plated-heart-chain-waterproof-necklace-gifts-for-women-and-girls/p/7an5su,https://images.meesho.com/images/products/441139998/lgxhm_512.jpg?width=360,₹152,Free Delivery,4.5,2328 Reviews,Pendant
Necklaces & Chains,https://www.meesho.com/fashionable-mother-of-pearl-layered-chain-for-girls-western-style/p/9434nf,https://images.meesho.com/images/products/551060043/xfg1v_512.jpg?width=360,₹155,Free Delivery,4.4,16 Reviews,Pendant
Allure Glittering Pendants & Lockets,https://www.meesho.com/allure-charming-pendants-lockets-with-ring/p/6was3b,https://images.meesho.com/images/products/417047735/ec25n_512.jpg?width=360,₹165,Free Delivery,4.2,464 Reviews,Pendant
Trendy Pendants & Lockets,https://www.meesho.com/shimmering-beautiful-leyered-necklace-combo-for-women-and-girls/p/7ak3j3,https://images.meesho.com/images/products/440997087/272p3_512.jpg?width=360,₹143,Free Delivery,3.9,261 Reviews,Pendant
Twinkling Bejeweled Pendants & Lockets,https://www.meesho.com/pendant-1506/p/7na0ax,https://images.meesho.com/images/products/462361353/9x8uw_512.jpg?width=360,₹258,Free Delivery,4.1,116 Reviews,Pendant
